時間,地區別,船種,臺灣港口,重量(公噸)
106年02月,江蘇常州,多用途船,蘇澳港,3420
106年03月,江蘇常州,乾貨輪,蘇澳港,6220
106年03月,江蘇江陰,多用途船,蘇澳港,2900
106年04月,江蘇常州,散裝輪,蘇澳港,1900
106年04月,江蘇江陰,乾貨輪,蘇澳港,1800
106年05月,江蘇江陰,散裝輪,蘇澳港,2600
106年05月,浙江乍浦,散裝輪,蘇澳港,1060
106年05月,江蘇常州,乾貨輪,蘇澳港,2000
106年06月,江蘇江陰,散裝輪,蘇澳港,2780
106年06月,浙江乍浦,散裝輪,蘇澳港,1060
106年06月,江蘇常州,乾貨輪,蘇澳港,2440
106年07月,江蘇江陰,多用途船,蘇澳港,2680
106年07月,上海,多用途船,蘇澳港,1000
106年08月,江蘇常州,乾貨輪,蘇澳港,1500
106年08月,江蘇江陰,多用途船,蘇澳港,2660
106年10月,江蘇常州,散裝輪,蘇澳港,2910
106年10月,江蘇江陰,散裝輪,蘇澳港,3000
106年11月,江蘇江陰,散裝輪,蘇澳港,3600
106年11月,福建廈門,散裝輪,蘇澳港,3000
106年12月,福建廈門,乾貨輪,蘇澳港,6200
106年12月,江蘇江陰,多用途船,蘇澳港,4000
107年01月,江蘇江陰,乾貨輪,蘇澳港,3260
107年02月,福建廈門,多用途船,蘇澳港,3500
107年03月,江蘇常州,乾貨輪,蘇澳港,2000
107年03月,江蘇江陰,乾貨輪,蘇澳港,3260
107年03月,廣東珠海,乾貨輪,蘇澳港,2000
107年04月,江蘇江陰,散裝輪,蘇澳港,3400
107年04月,浙江乍浦,散裝輪,蘇澳港,2400
107年04月,浙江乍浦,乾貨輪,蘇澳港,3000
107年05月,江蘇江陰,乾貨輪,蘇澳港,3300
107年06月,江蘇江陰,散裝輪,蘇澳港,5300
107年07月,江蘇江陰,乾貨輪,蘇澳港,3100
107年08月,江蘇江陰,乾貨輪,蘇澳港,3800
107年09月,浙江乍浦,乾貨輪,蘇澳港,15015
107年10月,江蘇江陰,散裝輪,蘇澳港,4200
107年10月,浙江乍浦,乾貨輪,蘇澳港,4980
107年11月,江蘇常州,乾貨輪,蘇澳港,3000
107年11月,江蘇江陰,乾貨輪,蘇澳港,5000
107年12月,江蘇江陰,乾貨輪,蘇澳港,4000
107年12月,浙江寧波,乾貨輪,蘇澳港,15
108年01月,浙江乍浦,散裝輪,蘇澳港,10500
108年01月,江蘇江陰,乾貨輪,蘇澳港,4000
108年02月,江蘇常州,乾貨輪,蘇澳港,7700
108年02月,江蘇江陰,乾貨輪,蘇澳港,8230
108年03月,江蘇江陰,乾貨輪,蘇澳港,6400
108年04月,江蘇常州,散裝輪,蘇澳港,5000
108年04月,江蘇江陰,乾貨輪,蘇澳港,4400
108年04月,浙江乍浦,乾貨輪,蘇澳港,6200
108年05月,江蘇江陰,乾貨輪,蘇澳港,4000
108年05月,福建廈門,乾貨輪,蘇澳港,2000
108年05月,浙江乍浦,乾貨輪,蘇澳港,5000
108年06月,江蘇江陰,乾貨輪,蘇澳港,4000
108年06月,浙江乍浦,乾貨輪,蘇澳港,500
108年07月,江蘇江陰,散裝輪,蘇澳港,3000
108年07月,浙江乍浦,散裝輪,蘇澳港,3000
108年07月,江蘇江陰,乾貨輪,蘇澳港,4200
108年07月,浙江乍浦,乾貨輪,蘇澳港,3000
108年08月,江蘇江陰,散裝輪,蘇澳港,4500
108年08月,江蘇江陰,乾貨輪,蘇澳港,3600
108年09月,江蘇江陰,乾貨輪,蘇澳港,5600
108年09月,浙江乍浦,乾貨輪,蘇澳港,3000
108年10月,浙江乍浦,散裝輪,蘇澳港,3000
108年10月,江蘇江陰,乾貨輪,蘇澳港,4000
108年11月,江蘇江陰,散裝輪,蘇澳港,6000
108年12月,江蘇江陰,乾貨輪,蘇澳港,5400
108年12月,浙江乍浦,乾貨輪,蘇澳港,1800
108年12月,江蘇張家港,乾貨輪,蘇澳港,5000
109年01月,福建廈門,散裝輪,蘇澳港,5000
109年01月,浙江乍浦,散裝輪,蘇澳港,12100
109年01月,浙江乍浦,乾貨輪,蘇澳港,10000
109年02月,江蘇江陰,散裝輪,蘇澳港,5720
109年03月,江蘇江陰,乾貨輪,蘇澳港,4000
109年04月,浙江乍浦,散裝輪,蘇澳港,5000
109年04月,浙江乍浦,乾貨輪,蘇澳港,5000
109年05月,浙江乍浦,散裝輪,蘇澳港,5150
109年05月,江蘇江陰,乾貨輪,蘇澳港,4610
109年05月,浙江乍浦,乾貨輪,蘇澳港,16660
109年06月,江蘇江陰,乾貨輪,蘇澳港,5000
109年06月,浙江乍浦,乾貨輪,蘇澳港,5000
109年07月,江蘇江陰,散裝輪,蘇澳港,6100
109年08月,江蘇江陰,乾貨輪,蘇澳港,6200
109年08月,浙江乍浦,乾貨輪,蘇澳港,6300
109年09月,江蘇江陰,乾貨輪,蘇澳港,3800
109年10月,江蘇江陰,乾貨輪,蘇澳港,10900
109年12月,江蘇江陰,乾貨輪,蘇澳港,4000
110年01月,江蘇江陰,乾貨輪,蘇澳港,9500
110年04月,江蘇江陰,乾貨輪,蘇澳港,4000
098年02月,廣東江門,貨櫃輪,臺北港,251
098年02月,浙江寧波,貨櫃輪,臺北港,88
098年02月,福建泉州,貨櫃輪,臺北港,288
098年02月,廣東三山,貨櫃輪,臺北港,18
098年02月,廣東鹽田,貨櫃輪,臺北港,151
098年03月,廣東江門,貨櫃輪,臺北港,167
098年03月,廣東龍崗,貨櫃輪,臺北港,24
098年03月,廣東蓮花山,貨櫃輪,臺北港,15
098年03月,廣東南頭,貨櫃輪,臺北港,14
098年03月,福建泉州,貨櫃輪,臺北港,384
098年03月,廣東三山,貨櫃輪,臺北港,56
098年03月,廣東汕頭,貨櫃輪,臺北港,12
098年03月,廣東新會,貨櫃輪,臺北港,48
098年03月,廣東鹽田,貨櫃輪,臺北港,349
098年03月,廣東珠海,貨櫃輪,臺北港,25
098年04月,廣東高要,貨櫃輪,臺北港,160
098年04月,廣東江門,貨櫃輪,臺北港,236
098年04月,廣東蓮花山,貨櫃輪,臺北港,15
098年04月,廣東勒流,貨櫃輪,臺北港,50
098年04月,浙江寧波,貨櫃輪,臺北港,787
098年04月,廣東南沙,貨櫃輪,臺北港,6
098年04月,福建泉州,貨櫃輪,臺北港,96
098年04月,廣東三山,貨櫃輪,臺北港,19
098年04月,廣東深圳,貨櫃輪,臺北港,15
098年04月,廣東太平,貨櫃輪,臺北港,14
098年04月,廣東新豐,貨櫃輪,臺北港,19
098年04月,福建廈門,貨櫃輪,臺北港,14
098年04月,廣東鹽田,貨櫃輪,臺北港,143
098年05月,遼寧大連,貨櫃輪,臺北港,3
098年05月,廣東江門,貨櫃輪,臺北港,356
098年05月,廣東龍崗,貨櫃輪,臺北港,20
098年05月,廣東蓮花山,貨櫃輪,臺北港,30
098年05月,廣東勒流,貨櫃輪,臺北港,91
098年05月,浙江寧波,貨櫃輪,臺北港,1540
098年05月,上海,貨櫃輪,臺北港,516
098年05月,廣東沙田,貨櫃輪,臺北港,14
098年05月,廣東太平,貨櫃輪,臺北港,10
098年05月,廣東新豐,貨櫃輪,臺北港,19
098年05月,福建廈門,貨櫃輪,臺北港,1008
098年05月,廣東鹽田,貨櫃輪,臺北港,32
098年05月,廣東珠海,貨櫃輪,臺北港,12
098年06月,廣東高要,貨櫃輪,臺北港,224
098年06月,廣東江門,貨櫃輪,臺北港,225
098年06月,廣東南頭,貨櫃輪,臺北港,12
098年06月,廣東蛇口,貨櫃輪,臺北港,10
098年06月,廣東沙田,貨櫃輪,臺北港,28
098年06月,山東青島,貨櫃輪,臺北港,21
098年06月,廣東太平,貨櫃輪,臺北港,13
098年06月,福建廈門,貨櫃輪,臺北港,15
098年06月,廣東鹽田,貨櫃輪,臺北港,35
098年06月,廣東珠海,貨櫃輪,臺北港,15
098年07月,廣東高要,貨櫃輪,臺北港,256
098年07月,廣東高明,貨櫃輪,臺北港,18
098年07月,廣東江門,貨櫃輪,臺北港,344
098年07月,浙江寧波,貨櫃輪,臺北港,4498
098年07月,山東青島,貨櫃輪,臺北港,12
098年07月,廣東太平,貨櫃輪,臺北港,2
098年07月,廣東新會,貨櫃輪,臺北港,72
098年07月,廣東鹽田,貨櫃輪,臺北港,265
098年08月,廣東觀瀾,貨櫃輪,臺北港,16
098年08月,廣東九州,貨櫃輪,臺北港,7
098年08月,浙江寧波,貨櫃輪,臺北港,6828
098年08月,廣東沙頭角,貨櫃輪,臺北港,2
098年08月,廣東深圳,貨櫃輪,臺北港,3
098年08月,山東青島,貨櫃輪,臺北港,14
098年08月,廣東太平,貨櫃輪,臺北港,14
098年08月,廣東塘廈,貨櫃輪,臺北港,35
098年08月,廣東鹽田,貨櫃輪,臺北港,142
098年08月,廣東珠海,貨櫃輪,臺北港,18
098年08月,福建廈門,油輪,臺北港,982
098年08月,廣東深圳,乾貨輪,臺北港,2
098年09月,廣東東莞,貨櫃輪,臺北港,25
098年09月,廣東佛山,貨櫃輪,臺北港,18
098年09月,廣東高要,貨櫃輪,臺北港,160
098年09月,廣東江門,貨櫃輪,臺北港,297
098年09月,浙江寧波,貨櫃輪,臺北港,3258
098年09月,廣東南頭,貨櫃輪,臺北港,16
098年09月,廣東蛇口,貨櫃輪,臺北港,488
098年09月,廣東沙田,貨櫃輪,臺北港,14
098年09月,山東青島,貨櫃輪,臺北港,9
098年09月,廣東塘廈,貨櫃輪,臺北港,35
098年09月,廣東鹽田,貨櫃輪,臺北港,90
098年10月,廣東保安,貨櫃輪,臺北港,16
098年10月,廣東佛山,貨櫃輪,臺北港,18
098年10月,廣東高要,貨櫃輪,臺北港,160
098年10月,廣東江門,貨櫃輪,臺北港,75
098年10月,廣東勒流,貨櫃輪,臺北港,50
098年10月,浙江寧波,貨櫃輪,臺北港,13960
098年10月,上海,貨櫃輪,臺北港,6182
098年10月,廣東蛇口,貨櫃輪,臺北港,505
098年10月,山東青島,貨櫃輪,臺北港,199
098年10月,廣東塘廈,貨櫃輪,臺北港,95
098年10月,廣東鹽田,貨櫃輪,臺北港,54
098年10月,廣東樟木頭,貨櫃輪,臺北港,18
098年10月,廣東珠海,貨櫃輪,臺北港,17
098年11月,廣東保安,貨櫃輪,臺北港,15
098年11月,廣東佛山,貨櫃輪,臺北港,18
098年11月,廣東江門,貨櫃輪,臺北港,277
098年11月,浙江寧波,貨櫃輪,臺北港,13220
098年11月,廣東南頭,貨櫃輪,臺北港,15
098年11月,上海,貨櫃輪,臺北港,1567
098年11月,廣東蛇口,貨櫃輪,臺北港,32
098年11月,廣東塘廈,貨櫃輪,臺北港,106
098年11月,天津新港,貨櫃輪,臺北港,100
098年11月,廣東鹽田,貨櫃輪,臺北港,72
098年11月,廣東珠海,貨櫃輪,臺北港,15
098年12月,廣東佛山,貨櫃輪,臺北港,18
098年12月,廣東江門,貨櫃輪,臺北港,198
098年12月,浙江寧波,貨櫃輪,臺北港,14408
098年12月,廣東南頭,貨櫃輪,臺北港,17
098年12月,福建泉州,貨櫃輪,臺北港,160
098年12月,上海,貨櫃輪,臺北港,3620
098年12月,廣東深圳,貨櫃輪,臺北港,12
098年12月,江蘇太倉,貨櫃輪,臺北港,4032
098年12月,廣東鹽田,貨櫃輪,臺北港,54
099年01月,廣東佛山,貨櫃輪,臺北港,18
099年01月,廣東黃埔,貨櫃輪,臺北港,99
099年01月,廣東江門,貨櫃輪,臺北港,642
099年01月,浙江寧波,貨櫃輪,臺北港,17783
099年01月,廣東南沙,貨櫃輪,臺北港,8
099年01月,福建泉州,貨櫃輪,臺北港,320
099年01月,廣東容奇,貨櫃輪,臺北港,300
099年01月,上海,貨櫃輪,臺北港,3565
099年01月,廣東蛇口,貨櫃輪,臺北港,1901
099年01月,廣東沙田,貨櫃輪,臺北港,23
099年01月,廣東汕頭,貨櫃輪,臺北港,21
099年01月,廣東深圳,貨櫃輪,臺北港,23
099年01月,江蘇太倉,貨櫃輪,臺北港,4032
099年01月,廣東鹽田,貨櫃輪,臺北港,216
099年01月,江蘇張家港,貨櫃輪,臺北港,1008
099年02月,廣東保安,貨櫃輪,臺北港,20
099年02月,廣東佛山,貨櫃輪,臺北港,18
099年02月,廣東江門,貨櫃輪,臺北港,151
099年02月,廣東瀾石,貨櫃輪,臺北港,47
099年02月,浙江寧波,貨櫃輪,臺北港,10252
099年02月,廣東容奇,貨櫃輪,臺北港,140
099年02月,上海,貨櫃輪,臺北港,4148
099年02月,廣東蛇口,貨櫃輪,臺北港,140
099年02月,廣東汕頭,貨櫃輪,臺北港,17
099年02月,江蘇太倉,貨櫃輪,臺北港,1008
099年02月,廣東塘廈,貨櫃輪,臺北港,94
099年02月,廣東鹽田,貨櫃輪,臺北港,58
099年02月,廣東中山,貨櫃輪,臺北港,5
099年03月,廣東佛山,貨櫃輪,臺北港,18
099年03月,福建福清,貨櫃輪,臺北港,3
099年03月,廣東黃埔,貨櫃輪,臺北港,64
099年03月,廣東江門,貨櫃輪,臺北港,382
099年03月,廣東九州,貨櫃輪,臺北港,4
099年03月,廣東瀾石,貨櫃輪,臺北港,47
099年03月,福建馬尾,貨櫃輪,臺北港,17
099年03月,浙江寧波,貨櫃輪,臺北港,13424
099年03月,廣東南沙,貨櫃輪,臺北港,24
099年03月,廣東南頭,貨櫃輪,臺北港,68
099年03月,福建泉州,貨櫃輪,臺北港,160
099年03月,廣東容奇,貨櫃輪,臺北港,240
099年03月,上海,貨櫃輪,臺北港,65
099年03月,廣東蛇口,貨櫃輪,臺北港,614
099年03月,廣東汕頭,貨櫃輪,臺北港,189
099年03月,江蘇太倉,貨櫃輪,臺北港,2016
099年03月,廣東太平,貨櫃輪,臺北港,13
099年03月,天津新港,貨櫃輪,臺北港,700
099年03月,廣東小欖,貨櫃輪,臺北港,3
099年03月,廣東鹽田,貨櫃輪,臺北港,108
099年03月,江蘇張家港,貨櫃輪,臺北港,2016
099年03月,廣東中山,貨櫃輪,臺北港,12
099年03月,廣東珠海,貨櫃輪,臺北港,24
099年04月,廣東佛山,貨櫃輪,臺北港,46
099年04月,廣東黃埔,貨櫃輪,臺北港,36
099年04月,廣東江門,貨櫃輪,臺北港,208
099年04月,福建馬尾,貨櫃輪,臺北港,120
099年04月,浙江寧波,貨櫃輪,臺北港,13667
099年04月,廣東南沙,貨櫃輪,臺北港,26
099年04月,廣東南頭,貨櫃輪,臺北港,31
099年04月,福建泉州,貨櫃輪,臺北港,160
099年04月,廣東容奇,貨櫃輪,臺北港,34
099年04月,上海,貨櫃輪,臺北港,2509
099年04月,廣東蛇口,貨櫃輪,臺北港,1368
099年04月,廣東汕頭,貨櫃輪,臺北港,36
099年04月,江蘇蘇州,貨櫃輪,臺北港,44
099年04月,廣東深圳,貨櫃輪,臺北港,14
099年04月,江蘇太倉,貨櫃輪,臺北港,1008
099年04月,江蘇無錫,貨櫃輪,臺北港,15
099年04月,天津新港,貨櫃輪,臺北港,140
099年04月,廣東小欖,貨櫃輪,臺北港,4
099年04月,廣東鹽田,貨櫃輪,臺北港,76
099年04月,江蘇楊州,貨櫃輪,臺北港,133
099年04月,江蘇張家港,貨櫃輪,臺北港,199
099年04月,廣東中山,貨櫃輪,臺北港,16
099年05月,廣東東莞,貨櫃輪,臺北港,13
099年05月,廣東江門,貨櫃輪,臺北港,638
099年05月,廣東瀾石,貨櫃輪,臺北港,46
099年05月,浙江寧波,貨櫃輪,臺北港,15154
099年05月,廣東南頭,貨櫃輪,臺北港,14
099年05月,上海,貨櫃輪,臺北港,1658
099年05月,廣東蛇口,貨櫃輪,臺北港,2058
099年05月,廣東汕頭,貨櫃輪,臺北港,104
099年05月,江蘇太倉,貨櫃輪,臺北港,3024
099年05月,廣東塘廈,貨櫃輪,臺北港,24
099年05月,江蘇無錫,貨櫃輪,臺北港,49
099年05月,天津新港,貨櫃輪,臺北港,340
099年05月,廣東鹽田,貨櫃輪,臺北港,126
099年05月,江蘇張家港,貨櫃輪,臺北港,1008
099年05月,廣東中山,貨櫃輪,臺北港,3
099年06月,廣東佛山,貨櫃輪,臺北港,18
099年06月,廣東黃埔,貨櫃輪,臺北港,103
099年06月,廣東江門,貨櫃輪,臺北港,346
099年06月,浙江寧波,貨櫃輪,臺北港,17562
099年06月,廣東南頭,貨櫃輪,臺北港,14
099年06月,福建泉州,貨櫃輪,臺北港,160
099年06月,廣東三埠,貨櫃輪,臺北港,8
099年06月,廣東蛇口,貨櫃輪,臺北港,1546
099年06月,廣東汕頭,貨櫃輪,臺北港,8
099年06月,江蘇太倉,貨櫃輪,臺北港,2520
099年06月,天津,貨櫃輪,臺北港,8
099年06月,天津新港,貨櫃輪,臺北港,51
099年06月,天津新港,貨櫃輪,臺北港,660
099年06月,廣東鹽田,貨櫃輪,臺北港,101
099年06月,廣東珠海,貨櫃輪,臺北港,23
099年07月,廣東佛山,貨櫃輪,臺北港,18
099年07月,福建福清,貨櫃輪,臺北港,5
099年07月,廣東黃埔,貨櫃輪,臺北港,173
099年07月,廣東江門,貨櫃輪,臺北港,623
099年07月,福建馬尾,貨櫃輪,臺北港,40
099年07月,浙江寧波,貨櫃輪,臺北港,10333
099年07月,福建泉州,貨櫃輪,臺北港,368
099年07月,廣東容奇,貨櫃輪,臺北港,160
099年07月,廣東蛇口,貨櫃輪,臺北港,2339
099年07月,廣東深圳,貨櫃輪,臺北港,18
099年07月,天津,貨櫃輪,臺北港,5
099年07月,天津新港,貨櫃輪,臺北港,20
099年07月,天津新港,貨櫃輪,臺北港,660
099年07月,廣東鹽田,貨櫃輪,臺北港,177
099年07月,江蘇張家港,貨櫃輪,臺北港,1008
099年07月,廣東中山,貨櫃輪,臺北港,5
099年07月,浙江乍浦,乾貨輪,臺北港,3022
099年08月,廣東佛山,貨櫃輪,臺北港,18
099年08月,廣東黃埔,貨櫃輪,臺北港,235
099年08月,廣東江門,貨櫃輪,臺北港,297
099年08月,浙江寧波,貨櫃輪,臺北港,12221
099年08月,廣東南頭,貨櫃輪,臺北港,362
099年08月,福建泉州,貨櫃輪,臺北港,1184
099年08月,廣東容奇,貨櫃輪,臺北港,220
099年08月,上海,貨櫃輪,臺北港,3131
099年08月,廣東蛇口,貨櫃輪,臺北港,2313
099年08月,廣東汕頭,貨櫃輪,臺北港,42
099年08月,江蘇太倉,貨櫃輪,臺北港,4032
099年08月,天津新港,貨櫃輪,臺北港,784
099年08月,廣東鹽田,貨櫃輪,臺北港,466
099年08月,廣東珠海,貨櫃輪,臺北港,12
099年09月,河南鄭州,貨櫃輪,臺北港,19
099年09月,廣東佛山,貨櫃輪,臺北港,18
099年09月,廣東黃埔,貨櫃輪,臺北港,213
099年09月,廣東江門,貨櫃輪,臺北港,258
099年09月,浙江寧波,貨櫃輪,臺北港,21784
099年09月,廣東南頭,貨櫃輪,臺北港,352
099年09月,廣東容奇,貨櫃輪,臺北港,140
099年09月,上海,貨櫃輪,臺北港,1552
099年09月,廣東蛇口,貨櫃輪,臺北港,2654
099年09月,廣東汕頭,貨櫃輪,臺北港,6
099年09月,山東青島,貨櫃輪,臺北港,6
099年09月,天津,貨櫃輪,臺北港,39
099年09月,天津新港,貨櫃輪,臺北港,510
099年09月,廣東鹽田,貨櫃輪,臺北港,266
099年09月,江蘇張家港,貨櫃輪,臺北港,1008
099年09月,廣東珠海,貨櫃輪,臺北港,7
099年10月,重慶,貨櫃輪,臺北港,335
099年10月,四川成都,貨櫃輪,臺北港,21
099年10月,江蘇常州,貨櫃輪,臺北港,17
099年10月,廣東東莞,貨櫃輪,臺北港,18
099年10月,遼寧大連,貨櫃輪,臺北港,20
099年10月,廣東佛山,貨櫃輪,臺北港,18
099年10月,浙江杭州,貨櫃輪,臺北港,91
099年10月,廣東黃埔,貨櫃輪,臺北港,40
099年10月,江蘇江陰,貨櫃輪,臺北港,1008
099年10月,廣東江門,貨櫃輪,臺北港,245
099年10月,廣東九州,貨櫃輪,臺北港,2
099年10月,江蘇昆山,貨櫃輪,臺北港,59
099年10月,廣東龍崗,貨櫃輪,臺北港,24
099年10月,浙江寧波,貨櫃輪,臺北港,19399
099年10月,廣東南頭,貨櫃輪,臺北港,70
099年10月,廣東容奇,貨櫃輪,臺北港,40
099年10月,上海,貨櫃輪,臺北港,2552
099年10月,廣東蛇口,貨櫃輪,臺北港,2549
099年10月,廣東汕頭,貨櫃輪,臺北港,40
099年10月,廣東深圳,貨櫃輪,臺北港,17
099年10月,山東青島,貨櫃輪,臺北港,6
099年10月,廣東太平,貨櫃輪,臺北港,11
099年10月,天津,貨櫃輪,臺北港,19
099年10月,天津新港,貨櫃輪,臺北港,68
099年10月,天津新港,貨櫃輪,臺北港,417
099年10月,山東煙臺,貨櫃輪,臺北港,2
099年10月,廣東鹽田,貨櫃輪,臺北港,171
099年10月,江蘇張家港,貨櫃輪,臺北港,1008
099年10月,廣東中山,貨櫃輪,臺北港,61
099年11月,重慶,貨櫃輪,臺北港,105
099年11月,遼寧大連,貨櫃輪,臺北港,37
099年11月,廣東佛山,貨櫃輪,臺北港,18
099年11月,廣東江門,貨櫃輪,臺北港,337
099年11月,浙江寧波,貨櫃輪,臺北港,20205
099年11月,江蘇南通,貨櫃輪,臺北港,308
099年11月,廣東南頭,貨櫃輪,臺北港,35
099年11月,福建泉州,貨櫃輪,臺北港,800
099年11月,廣東容奇,貨櫃輪,臺北港,100
099年11月,上海,貨櫃輪,臺北港,5349
099年11月,廣東蛇口,貨櫃輪,臺北港,3381
099年11月,山東青島,貨櫃輪,臺北港,101
099年11月,天津新港,貨櫃輪,臺北港,48
099年11月,天津新港,貨櫃輪,臺北港,220
099年11月,廣東鹽田,貨櫃輪,臺北港,95
099年11月,江蘇張家港,貨櫃輪,臺北港,141
099年11月,廣東中山,貨櫃輪,臺北港,27
100年01月,廣東博羅,貨櫃輪,臺北港,7
100年01月,遼寧大連,貨櫃輪,臺北港,420
100年01月,安徽合肥,貨櫃輪,臺北港,18
100年01月,廣東黃埔,貨櫃輪,臺北港,45
100年01月,江蘇江陰,貨櫃輪,臺北港,630
100年01月,廣東江門,貨櫃輪,臺北港,170
100年01月,江蘇昆山,貨櫃輪,臺北港,50
100年01月,浙江寧波,貨櫃輪,臺北港,19236
100年01月,廣東南頭,貨櫃輪,臺北港,94
100年01月,福建泉州,貨櫃輪,臺北港,320
100年01月,廣東容奇,貨櫃輪,臺北港,340
100年01月,上海,貨櫃輪,臺北港,7081
100年01月,廣東蛇口,貨櫃輪,臺北港,1028
100年01月,江蘇蘇州,貨櫃輪,臺北港,9
100年01月,江蘇太倉,貨櫃輪,臺北港,24
100年01月,山東青島,貨櫃輪,臺北港,348
100年01月,天津,貨櫃輪,臺北港,53
100年01月,天津新港,貨櫃輪,臺北港,90
100年01月,天津新港,貨櫃輪,臺北港,762
100年01月,廣東新會,貨櫃輪,臺北港,20
100年01月,山東煙臺,貨櫃輪,臺北港,0
100年01月,廣東鹽田,貨櫃輪,臺北港,52
100年02月,廣東博羅,貨櫃輪,臺北港,13
100年02月,江蘇常熟,貨櫃輪,臺北港,99
100年02月,安徽合肥,貨櫃輪,臺北港,18
100年02月,廣東惠州,貨櫃輪,臺北港,11
100年02月,江蘇江陰,貨櫃輪,臺北港,903
100年02月,廣東江門,貨櫃輪,臺北港,249
100年02月,江蘇昆山,貨櫃輪,臺北港,21
100年02月,浙江寧波,貨櫃輪,臺北港,14479
100年02月,江蘇南京,貨櫃輪,臺北港,100
100年02月,廣東南頭,貨櫃輪,臺北港,225
100年02月,福建泉州,貨櫃輪,臺北港,288
100年02月,廣東三埠,貨櫃輪,臺北港,19
100年02月,上海,貨櫃輪,臺北港,4120
100年02月,廣東蛇口,貨櫃輪,臺北港,1019
100年02月,廣東汕頭,貨櫃輪,臺北港,20
100年02月,江蘇蘇州,貨櫃輪,臺北港,1
100年02月,山東青島,貨櫃輪,臺北港,97
100年02月,天津,貨櫃輪,臺北港,5
100年02月,天津新港,貨櫃輪,臺北港,198
100年02月,安徽蕪湖,貨櫃輪,臺北港,30
100年02月,浙江溫州,貨櫃輪,臺北港,40
100年02月,天津新港,貨櫃輪,臺北港,956
100年02月,廣東鹽田,貨櫃輪,臺北港,51
100年03月,重慶,貨櫃輪,臺北港,94
100年03月,廣東大嶺山,貨櫃輪,臺北港,19
100年03月,廣東江門,貨櫃輪,臺北港,591
100年03月,江蘇昆山,貨櫃輪,臺北港,65
100年03月,浙江寧波,貨櫃輪,臺北港,7043
100年03月,江蘇南京,貨櫃輪,臺北港,3
100年03月,廣東南頭,貨櫃輪,臺北港,110
100年03月,福建泉州,貨櫃輪,臺北港,352
100年03月,廣東容奇,貨櫃輪,臺北港,140
100年03月,廣東三埠,貨櫃輪,臺北港,19
100年03月,上海,貨櫃輪,臺北港,9581
100年03月,江蘇蘇州,貨櫃輪,臺北港,2
100年03月,廣東深圳,貨櫃輪,臺北港,189
100年03月,江蘇太倉,貨櫃輪,臺北港,48
100年03月,山東青島,貨櫃輪,臺北港,111
100年03月,廣東太平,貨櫃輪,臺北港,21
100年03月,天津,貨櫃輪,臺北港,36
100年03月,天津新港,貨櫃輪,臺北港,86
100年03月,安徽蕪湖,貨櫃輪,臺北港,11
100年03月,浙江溫州,貨櫃輪,臺北港,20
100年03月,天津新港,貨櫃輪,臺北港,464
100年03月,廣東新塘,貨櫃輪,臺北港,1
100年03月,山東煙臺,貨櫃輪,臺北港,0
100年03月,廣東鹽田,貨櫃輪,臺北港,30
100年04月,江蘇常熟,貨櫃輪,臺北港,198
100年04月,江蘇常州,貨櫃輪,臺北港,20
100年04月,廣東黃埔,貨櫃輪,臺北港,5
100年04月,江蘇江陰,貨櫃輪,臺北港,1008
100年04月,廣東江門,貨櫃輪,臺北港,556
100年04月,江蘇昆山,貨櫃輪,臺北港,22
100年04月,江蘇連雲港,貨櫃輪,臺北港,3
100年04月,浙江寧波,貨櫃輪,臺北港,5225
100年04月,廣東南沙,貨櫃輪,臺北港,19
100年04月,廣東南頭,貨櫃輪,臺北港,14
100年04月,廣東容奇,貨櫃輪,臺北港,480
100年04月,上海,貨櫃輪,臺北港,17673
100年04月,廣東汕頭,貨櫃輪,臺北港,20
100年04月,山東青島,貨櫃輪,臺北港,266
100年04月,廣東太平,貨櫃輪,臺北港,63
100年04月,天津,貨櫃輪,臺北港,53
100年04月,天津新港,貨櫃輪,臺北港,53
100年04月,天津新港,貨櫃輪,臺北港,341
100年04月,山東煙臺,貨櫃輪,臺北港,2
100年04月,江蘇張家港,貨櫃輪,臺北港,1008
100年04月,廣東珠海,貨櫃輪,臺北港,15
100年05月,廣東廣州,貨櫃輪,臺北港,1
100年05月,江蘇常熟,貨櫃輪,臺北港,99
100年05月,廣東大嶺山,貨櫃輪,臺北港,57
100年05月,廣東江門,貨櫃輪,臺北港,248
100年05月,江蘇昆山,貨櫃輪,臺北港,80
100年05月,浙江寧波,貨櫃輪,臺北港,6496
100年05月,福建泉州,貨櫃輪,臺北港,114
100年05月,廣東容奇,貨櫃輪,臺北港,500
100年05月,上海,貨櫃輪,臺北港,14564
100年05月,山東青島,貨櫃輪,臺北港,265
100年05月,天津新港,貨櫃輪,臺北港,58
100年05月,浙江溫州,貨櫃輪,臺北港,284
100年05月,天津新港,貨櫃輪,臺北港,25
100年05月,江蘇張家港,貨櫃輪,臺北港,1041
100年06月,江蘇常熟,貨櫃輪,臺北港,198
100年06月,廣東東莞,貨櫃輪,臺北港,200
100年06月,廣東大嶺山,貨櫃輪,臺北港,38
100年06月,福建福州,貨櫃輪,臺北港,2
100年06月,福建晉江,貨櫃輪,臺北港,98
100年06月,廣東江門,貨櫃輪,臺北港,441
100年06月,江蘇昆山,貨櫃輪,臺北港,127
100年06月,廣東蓮花山,貨櫃輪,臺北港,6
100年06月,江蘇連雲港,貨櫃輪,臺北港,1
100年06月,福建馬尾,貨櫃輪,臺北港,12
