時間,地區別,船種,臺灣港口,重量(公噸)
108年10月,廣東新會,貨櫃輪,臺北港,144
108年10月,廣東北滘,貨櫃輪,臺北港,8
108年10月,廣東鹽田,貨櫃輪,臺北港,646
108年10月,浙江乍浦,貨櫃輪,臺北港,46
108年10月,廣東湛江,貨櫃輪,臺北港,67
108年10月,廣東增城,貨櫃輪,臺北港,4
108年10月,廣東中山,貨櫃輪,臺北港,86
108年10月,廣東珠海,貨櫃輪,臺北港,101
108年10月,江蘇鎮江,油輪,臺北港,1999
108年10月,福建福州,散裝輪,臺北港,193000
108年10月,福建福州,乾貨輪,臺北港,60
108年10月,福建馬尾,乾貨輪,臺北港,340
108年10月,廣西憑祥,乾貨輪,臺北港,5
108年10月,山東蓬萊,乾貨輪,臺北港,12800
108年10月,福建泉州,乾貨輪,臺北港,5000
108年10月,福建廈門,乾貨輪,臺北港,78
108年10月,福建漳州,乾貨輪,臺北港,16400
108年10月,上海,其他專用貨船,臺北港,236
108年10月,天津新港,其他專用貨船,臺北港,39
108年11月,福建北茭,貨櫃輪,臺北港,17
108年11月,廣東赤灣,貨櫃輪,臺北港,2
108年11月,廣東東莞,貨櫃輪,臺北港,4
108年11月,遼寧大連,貨櫃輪,臺北港,0
108年11月,廣西防城,貨櫃輪,臺北港,1113
108年11月,福建福州,貨櫃輪,臺北港,21
108年11月,廣東高要,貨櫃輪,臺北港,76
108年11月,廣東高明,貨櫃輪,臺北港,83
108年11月,廣東,貨櫃輪,臺北港,49
108年11月,海南海口,貨櫃輪,臺北港,20
108年11月,廣東花都,貨櫃輪,臺北港,14
108年11月,廣東黃埔,貨櫃輪,臺北港,1336
108年11月,江西九江,貨櫃輪,臺北港,88
108年11月,廣東江門,貨櫃輪,臺北港,370
108年11月,廣東窖心,貨櫃輪,臺北港,99
108年11月,江蘇連雲港,貨櫃輪,臺北港,357
108年11月,浙江寧波,貨櫃輪,臺北港,1302
108年11月,廣東南港,貨櫃輪,臺北港,15
108年11月,江蘇南京,貨櫃輪,臺北港,31
108年11月,廣東南沙,貨櫃輪,臺北港,658
108年11月,廣東清溪,貨櫃輪,臺北港,1577
108年11月,廣西欽州,貨櫃輪,臺北港,328
108年11月,廣東水東,貨櫃輪,臺北港,3
108年11月,上海,貨櫃輪,臺北港,5525
108年11月,廣東三山,貨櫃輪,臺北港,48
108年11月,廣東蛇口,貨櫃輪,臺北港,638
108年11月,廣東南海三山,貨櫃輪,臺北港,55
108年11月,山東青島,貨櫃輪,臺北港,1452
108年11月,天津新港,貨櫃輪,臺北港,4
108年11月,廣東外海,貨櫃輪,臺北港,103
108年11月,湖北武漢,貨櫃輪,臺北港,150
108年11月,天津新港,貨櫃輪,臺北港,208
108年11月,廣東小欖,貨櫃輪,臺北港,12
108年11月,廣東鹽田,貨櫃輪,臺北港,887
108年11月,廣東湛江,貨櫃輪,臺北港,226
108年11月,江蘇張家港,貨櫃輪,臺北港,63
108年11月,廣東中山,貨櫃輪,臺北港,99
108年11月,廣東珠海,貨櫃輪,臺北港,138
108年11月,江蘇鎮江,油輪,臺北港,2000
108年11月,福建福州,散裝輪,臺北港,208555
108年11月,山東蓬萊,散裝輪,臺北港,2350
108年11月,廣東湛江,散裝輪,臺北港,6214
108年11月,福建福州,乾貨輪,臺北港,46
108年11月,福建馬尾,乾貨輪,臺北港,408
108年11月,廣西憑祥,乾貨輪,臺北港,38
108年11月,福建泉州,乾貨輪,臺北港,294
108年11月,陝西西安,乾貨輪,臺北港,10
108年11月,廣東汕頭,乾貨輪,臺北港,11
108年11月,福建廈門,乾貨輪,臺北港,75
108年11月,福建漳州,乾貨輪,臺北港,9547
108年11月,天津新港,其他專用貨船,臺北港,48
108年12月,福建北茭,貨櫃輪,臺北港,30
108年12月,廣東東莞,貨櫃輪,臺北港,4
108年12月,廣西防城,貨櫃輪,臺北港,1156
108年12月,福建福州,貨櫃輪,臺北港,1
108年12月,廣東高明,貨櫃輪,臺北港,74
108年12月,海南海口,貨櫃輪,臺北港,101
108年12月,廣東花都,貨櫃輪,臺北港,44
108年12月,廣東鶴山,貨櫃輪,臺北港,21
108年12月,廣東黃埔,貨櫃輪,臺北港,1309
108年12月,江西九江,貨櫃輪,臺北港,258
108年12月,廣東江門,貨櫃輪,臺北港,356
108年12月,廣東窖心,貨櫃輪,臺北港,22
108年12月,江蘇連雲港,貨櫃輪,臺北港,527
108年12月,福建馬尾,貨櫃輪,臺北港,240
108年12月,浙江寧波,貨櫃輪,臺北港,1420
108年12月,廣東南港,貨櫃輪,臺北港,1
108年12月,江蘇南京,貨櫃輪,臺北港,36
108年12月,廣東南沙,貨櫃輪,臺北港,420
108年12月,江蘇南通,貨櫃輪,臺北港,52
108年12月,廣西憑祥,貨櫃輪,臺北港,36
108年12月,廣東清溪,貨櫃輪,臺北港,1112
108年12月,廣西欽州,貨櫃輪,臺北港,235
108年12月,福建泉州,貨櫃輪,臺北港,12
108年12月,廣東水東,貨櫃輪,臺北港,2
108年12月,上海,貨櫃輪,臺北港,6587
108年12月,廣東蛇口,貨櫃輪,臺北港,959
108年12月,廣東三水,貨櫃輪,臺北港,25
108年12月,廣東南海三山,貨櫃輪,臺北港,39
108年12月,廣東順德,貨櫃輪,臺北港,3
108年12月,山東青島,貨櫃輪,臺北港,1987
108年12月,天津新港,貨櫃輪,臺北港,27
108年12月,廣東外海,貨櫃輪,臺北港,403
108年12月,山東威海,貨櫃輪,臺北港,2
108年12月,安徽蕪湖,貨櫃輪,臺北港,56
108年12月,福建圍頭,貨櫃輪,臺北港,12
108年12月,湖北武漢,貨櫃輪,臺北港,396
108年12月,廣西梧州,貨櫃輪,臺北港,53
108年12月,天津新港,貨櫃輪,臺北港,173
108年12月,廣東小欖,貨櫃輪,臺北港,33
108年12月,廣東鹽田,貨櫃輪,臺北港,839
108年12月,江蘇楊州,貨櫃輪,臺北港,6
108年12月,廣東湛江,貨櫃輪,臺北港,33
108年12月,江蘇鎮江,貨櫃輪,臺北港,376
108年12月,江蘇張家港,貨櫃輪,臺北港,356
108年12月,廣東增城,貨櫃輪,臺北港,7
108年12月,廣東肇慶,貨櫃輪,臺北港,2
108年12月,廣東中山,貨櫃輪,臺北港,221
108年12月,廣東珠海,貨櫃輪,臺北港,162
108年12月,江蘇鎮江,油輪,臺北港,2001
108年12月,福建福州,散裝輪,臺北港,197598
108年12月,山東蓬萊,散裝輪,臺北港,34647
108年12月,廣東水東,散裝輪,臺北港,13508
108年12月,福建福州,乾貨輪,臺北港,231
108年12月,福建馬尾,乾貨輪,臺北港,428
108年12月,廣西憑祥,乾貨輪,臺北港,53
108年12月,福建泉州,乾貨輪,臺北港,9250
108年12月,上海,乾貨輪,臺北港,193
108年12月,福建廈門,乾貨輪,臺北港,113
108年12月,福建漳州,乾貨輪,臺北港,10481
109年01月,福建北茭,貨櫃輪,臺北港,114
109年01月,廣東東莞,貨櫃輪,臺北港,4
109年01月,廣東斗門,貨櫃輪,臺北港,6
109年01月,廣西防城,貨櫃輪,臺北港,919
109年01月,福建福州,貨櫃輪,臺北港,21
109年01月,廣東高明,貨櫃輪,臺北港,60
109年01月,廣東,貨櫃輪,臺北港,3
109年01月,海南海口,貨櫃輪,臺北港,37
109年01月,廣東花都,貨櫃輪,臺北港,25
109年01月,廣東鶴山,貨櫃輪,臺北港,5
109年01月,廣東黃埔,貨櫃輪,臺北港,1099
109年01月,江西九江,貨櫃輪,臺北港,176
109年01月,廣東江門,貨櫃輪,臺北港,274
109年01月,廣東窖心,貨櫃輪,臺北港,185
109年01月,廣東開平,貨櫃輪,臺北港,3
109年01月,廣東勒流,貨櫃輪,臺北港,3
109年01月,江蘇連雲港,貨櫃輪,臺北港,19
109年01月,福建馬尾,貨櫃輪,臺北港,111
109年01月,浙江寧波,貨櫃輪,臺北港,1149
109年01月,江蘇南京,貨櫃輪,臺北港,19
109年01月,廣東南沙,貨櫃輪,臺北港,649
109年01月,江蘇南通,貨櫃輪,臺北港,63
109年01月,廣西憑祥,貨櫃輪,臺北港,12
109年01月,廣東清溪,貨櫃輪,臺北港,279
109年01月,廣西欽州,貨櫃輪,臺北港,221
109年01月,廣東水東,貨櫃輪,臺北港,21
109年01月,上海,貨櫃輪,臺北港,7108
109年01月,廣東三山,貨櫃輪,臺北港,1
109年01月,廣東蛇口,貨櫃輪,臺北港,867
109年01月,廣東三水,貨櫃輪,臺北港,206
109年01月,廣東順德,貨櫃輪,臺北港,13
109年01月,廣東汕頭,貨櫃輪,臺北港,12
109年01月,山東青島,貨櫃輪,臺北港,217
109年01月,天津新港,貨櫃輪,臺北港,102
109年01月,廣東外海,貨櫃輪,臺北港,367
109年01月,湖北武漢,貨櫃輪,臺北港,488
109年01月,廣東小欖,貨櫃輪,臺北港,29
109年01月,廣東新會,貨櫃輪,臺北港,21
109年01月,廣東鹽田,貨櫃輪,臺北港,761
109年01月,廣東湛江,貨櫃輪,臺北港,24
109年01月,江蘇張家港,貨櫃輪,臺北港,208
109年01月,廣東中山,貨櫃輪,臺北港,288
109年01月,廣東珠海,貨櫃輪,臺北港,78
109年01月,江蘇鎮江,油輪,臺北港,1999
109年01月,福建福州,散裝輪,臺北港,89307
109年01月,福建泉州,散裝輪,臺北港,7900
109年01月,福建漳州,散裝輪,臺北港,6192
109年01月,廣東廣州,乾貨輪,臺北港,5961
109年01月,福建福州,乾貨輪,臺北港,103
109年01月,福建馬尾,乾貨輪,臺北港,258
109年01月,廣西憑祥,乾貨輪,臺北港,26
109年01月,福建泉州,乾貨輪,臺北港,4894
109年01月,山東濰坊,乾貨輪,臺北港,16855
109年01月,福建廈門,乾貨輪,臺北港,44
109年01月,江蘇張家港,乾貨輪,臺北港,99
109年01月,福建漳州,乾貨輪,臺北港,6100
109年01月,天津新港,其他專用貨船,臺北港,70
109年02月,福建北茭,貨櫃輪,臺北港,53
109年02月,廣西防城,貨櫃輪,臺北港,438
109年02月,福建福州,貨櫃輪,臺北港,23
109年02月,海南海口,貨櫃輪,臺北港,879
109年02月,廣東花都,貨櫃輪,臺北港,482
109年02月,安徽合肥,貨櫃輪,臺北港,136
109年02月,廣東黃埔,貨櫃輪,臺北港,380
109年02月,江蘇連雲港,貨櫃輪,臺北港,224
109年02月,浙江寧波,貨櫃輪,臺北港,845
109年02月,江蘇南京,貨櫃輪,臺北港,141
109年02月,廣東南沙,貨櫃輪,臺北港,233
109年02月,江蘇南通,貨櫃輪,臺北港,67
109年02月,廣東清溪,貨櫃輪,臺北港,1048
109年02月,廣西欽州,貨櫃輪,臺北港,280
109年02月,廣東容奇,貨櫃輪,臺北港,22
109年02月,上海,貨櫃輪,臺北港,4010
109年02月,廣東蛇口,貨櫃輪,臺北港,208
109年02月,山東青島,貨櫃輪,臺北港,1116
109年02月,天津新港,貨櫃輪,臺北港,29
109年02月,廣東外海,貨櫃輪,臺北港,230
109年02月,山東威海,貨櫃輪,臺北港,3
109年02月,安徽蕪湖,貨櫃輪,臺北港,18
109年02月,湖北武漢,貨櫃輪,臺北港,450
109年02月,廣東小欖,貨櫃輪,臺北港,22
109年02月,河北宜昌,貨櫃輪,臺北港,100
109年02月,海南洋浦,貨櫃輪,臺北港,407
109年02月,廣東鹽田,貨櫃輪,臺北港,205
109年02月,廣東湛江,貨櫃輪,臺北港,11
109年02月,江蘇張家港,貨櫃輪,臺北港,230
109年02月,廣東中山,貨櫃輪,臺北港,6
109年02月,廣東珠海,貨櫃輪,臺北港,35
109年02月,江蘇鎮江,油輪,臺北港,1999
109年02月,福建泉州,散裝輪,臺北港,62823
109年02月,廣西北海,乾貨輪,臺北港,418
109年02月,福建福州,乾貨輪,臺北港,38
109年02月,福建馬尾,乾貨輪,臺北港,210
109年02月,廣西憑祥,乾貨輪,臺北港,1
109年02月,山東蓬萊,乾貨輪,臺北港,7179
109年02月,福建泉州,乾貨輪,臺北港,10022
109年02月,福建廈門,乾貨輪,臺北港,6
109年02月,福建漳州,乾貨輪,臺北港,12782
109年02月,天津新港,其他專用貨船,臺北港,16
109年03月,福建北茭,貨櫃輪,臺北港,91
109年03月,廣西防城,貨櫃輪,臺北港,1397
109年03月,福建福州,貨櫃輪,臺北港,140
109年03月,廣東高明,貨櫃輪,臺北港,98
109年03月,廣東,貨櫃輪,臺北港,23
109年03月,海南海口,貨櫃輪,臺北港,1385
109年03月,廣東花都,貨櫃輪,臺北港,275
109年03月,安徽合肥,貨櫃輪,臺北港,158
109年03月,廣東鶴山,貨櫃輪,臺北港,73
109年03月,廣東黃埔,貨櫃輪,臺北港,1570
109年03月,江西九江,貨櫃輪,臺北港,136
109年03月,廣東窖心,貨櫃輪,臺北港,139
109年03月,江蘇連雲港,貨櫃輪,臺北港,539
109年03月,福建馬尾,貨櫃輪,臺北港,492
109年03月,浙江寧波,貨櫃輪,臺北港,1970
109年03月,江蘇南京,貨櫃輪,臺北港,85
109年03月,廣東南沙,貨櫃輪,臺北港,396
109年03月,江蘇南通,貨櫃輪,臺北港,157
109年03月,廣東清溪,貨櫃輪,臺北港,4274
109年03月,廣西欽州,貨櫃輪,臺北港,872
109年03月,廣東水東,貨櫃輪,臺北港,29
109年03月,上海,貨櫃輪,臺北港,7530
109年03月,廣東蛇口,貨櫃輪,臺北港,441
109年03月,廣東三水,貨櫃輪,臺北港,18
109年03月,廣東南海三山,貨櫃輪,臺北港,18
109年03月,廣東順德,貨櫃輪,臺北港,14
109年03月,山東青島,貨櫃輪,臺北港,2655
109年03月,天津新港,貨櫃輪,臺北港,174
109年03月,廣東外海,貨櫃輪,臺北港,339
109年03月,山東威海,貨櫃輪,臺北港,16
109年03月,安徽蕪湖,貨櫃輪,臺北港,24
109年03月,福建圍頭,貨櫃輪,臺北港,8
109年03月,湖北武漢,貨櫃輪,臺北港,22
109年03月,天津新港,貨櫃輪,臺北港,72
109年03月,廣東小欖,貨櫃輪,臺北港,39
109年03月,廣東新會,貨櫃輪,臺北港,108
109年03月,廣東鹽田,貨櫃輪,臺北港,1272
109年03月,廣東湛江,貨櫃輪,臺北港,63
109年03月,江蘇張家港,貨櫃輪,臺北港,368
109年03月,廣東增城,貨櫃輪,臺北港,6
109年03月,廣東中山,貨櫃輪,臺北港,34
109年03月,廣東珠海,貨櫃輪,臺北港,94
109年03月,江蘇鎮江,油輪,臺北港,1999
109年03月,福建泉州,礦砂輪,臺北港,16300
109年03月,福建福州,散裝輪,臺北港,112485
109年03月,山東蓬萊,散裝輪,臺北港,13500
109年03月,福建泉州,散裝輪,臺北港,68754
109年03月,福建漳州,散裝輪,臺北港,10000
109年03月,福建福州,乾貨輪,臺北港,6
109年03月,山東龍口,乾貨輪,臺北港,7500
109年03月,福建馬尾,乾貨輪,臺北港,117
109年03月,廣西憑祥,乾貨輪,臺北港,6
109年03月,山東蓬萊,乾貨輪,臺北港,7500
109年03月,福建泉州,乾貨輪,臺北港,569
109年03月,福建廈門,乾貨輪,臺北港,99
109年03月,江蘇張家港,乾貨輪,臺北港,767
109年03月,上海,其他專用貨船,臺北港,874
109年04月,福建北茭,貨櫃輪,臺北港,80
109年04月,廣西防城,貨櫃輪,臺北港,1857
109年04月,福建福州,貨櫃輪,臺北港,5
109年04月,廣東高沙,貨櫃輪,臺北港,82
109年04月,廣東高要,貨櫃輪,臺北港,25
109年04月,廣東高明,貨櫃輪,臺北港,60
109年04月,廣東,貨櫃輪,臺北港,21
109年04月,海南海口,貨櫃輪,臺北港,822
109年04月,廣東花都,貨櫃輪,臺北港,659
109年04月,廣東鶴山,貨櫃輪,臺北港,95
109年04月,廣東黃埔,貨櫃輪,臺北港,923
109年04月,江西九江,貨櫃輪,臺北港,273
109年04月,廣東江門,貨櫃輪,臺北港,284
109年04月,廣東窖心,貨櫃輪,臺北港,85
109年04月,江蘇連雲港,貨櫃輪,臺北港,981
109年04月,福建馬尾,貨櫃輪,臺北港,30
109年04月,浙江寧波,貨櫃輪,臺北港,1585
109年04月,江蘇南京,貨櫃輪,臺北港,130
109年04月,廣東南沙,貨櫃輪,臺北港,216
109年04月,江蘇南通,貨櫃輪,臺北港,174
109年04月,廣東清溪,貨櫃輪,臺北港,2690
109年04月,廣西欽州,貨櫃輪,臺北港,135
109年04月,廣東水東,貨櫃輪,臺北港,21
109年04月,上海,貨櫃輪,臺北港,8076
109年04月,廣東三山,貨櫃輪,臺北港,24
109年04月,廣東蛇口,貨櫃輪,臺北港,511
109年04月,廣東三水,貨櫃輪,臺北港,129
109年04月,廣東南海三山,貨櫃輪,臺北港,5
109年04月,山東青島,貨櫃輪,臺北港,3419
109年04月,天津新港,貨櫃輪,臺北港,314
109年04月,廣東外海,貨櫃輪,臺北港,89
109年04月,山東威海,貨櫃輪,臺北港,24
109年04月,安徽蕪湖,貨櫃輪,臺北港,21
109年04月,湖北武漢,貨櫃輪,臺北港,487
109年04月,廣西梧州,貨櫃輪,臺北港,62
109年04月,天津新港,貨櫃輪,臺北港,120
109年04月,廣東小欖,貨櫃輪,臺北港,31
109年04月,海南洋浦,貨櫃輪,臺北港,408
109年04月,廣東鹽田,貨櫃輪,臺北港,774
109年04月,廣東湛江,貨櫃輪,臺北港,187
109年04月,江蘇張家港,貨櫃輪,臺北港,332
109年04月,廣東增城,貨櫃輪,臺北港,3
109年04月,廣東中山,貨櫃輪,臺北港,104
109年04月,廣東珠海,貨櫃輪,臺北港,220
109年04月,江蘇泰州,油輪,臺北港,5000
109年04月,江蘇鎮江,油輪,臺北港,1999
109年04月,福建泉州,礦砂輪,臺北港,16300
109年04月,福建福州,散裝輪,臺北港,114720
109年04月,廣西憑祥,散裝輪,臺北港,1
109年04月,山東蓬萊,散裝輪,臺北港,16182
109年04月,福建泉州,散裝輪,臺北港,83
109年04月,浙江溫州,散裝輪,臺北港,0
109年04月,福建廈門,散裝輪,臺北港,1
109年04月,福建福州,乾貨輪,臺北港,20169
109年04月,山東萊州,乾貨輪,臺北港,6387
109年04月,福建馬尾,乾貨輪,臺北港,700
109年04月,廣西憑祥,乾貨輪,臺北港,12
109年04月,上海浦東機場,乾貨輪,臺北港,0
109年04月,福建泉州,乾貨輪,臺北港,17700
109年04月,廣東水東,乾貨輪,臺北港,5000
109年04月,福建廈門,乾貨輪,臺北港,100
109年04月,江蘇張家港,乾貨輪,臺北港,272
109年04月,福建漳州,乾貨輪,臺北港,16000
109年04月,天津新港,其他專用貨船,臺北港,38
109年05月,福建北茭,貨櫃輪,臺北港,249
109年05月,湖南長沙,貨櫃輪,臺北港,26
109年05月,廣東赤灣,貨櫃輪,臺北港,10
109年05月,江蘇常州,貨櫃輪,臺北港,234
109年05月,廣東東莞,貨櫃輪,臺北港,1
109年05月,廣西防城,貨櫃輪,臺北港,870
109年05月,廣東高沙,貨櫃輪,臺北港,54
109年05月,廣東高明,貨櫃輪,臺北港,59
109年05月,廣東,貨櫃輪,臺北港,3
109年05月,廣東花都,貨櫃輪,臺北港,23
109年05月,廣東鶴山,貨櫃輪,臺北港,38
109年05月,廣東黃埔,貨櫃輪,臺北港,1020
109年05月,廣東黃埔新港,貨櫃輪,臺北港,54
109年05月,江西九江,貨櫃輪,臺北港,310
109年05月,廣東江門,貨櫃輪,臺北港,343
109年05月,廣東窖心,貨櫃輪,臺北港,83
109年05月,廣東蓮花山,貨櫃輪,臺北港,14
109年05月,江蘇連雲港,貨櫃輪,臺北港,1128
109年05月,浙江寧波,貨櫃輪,臺北港,1505
109年05月,江蘇南京,貨櫃輪,臺北港,71
109年05月,廣東南沙,貨櫃輪,臺北港,782
109年05月,江蘇南通,貨櫃輪,臺北港,71
109年05月,廣東清溪,貨櫃輪,臺北港,1685
109年05月,廣西欽州,貨櫃輪,臺北港,551
109年05月,廣東水東,貨櫃輪,臺北港,21
109年05月,上海,貨櫃輪,臺北港,6916
109年05月,廣東蛇口,貨櫃輪,臺北港,398
109年05月,廣東三水,貨櫃輪,臺北港,20
109年05月,山東青島,貨櫃輪,臺北港,1687
109年05月,天津新港,貨櫃輪,臺北港,201
109年05月,江蘇泰州,貨櫃輪,臺北港,18
109年05月,廣東外海,貨櫃輪,臺北港,257
109年05月,山東威海,貨櫃輪,臺北港,13
109年05月,安徽蕪湖,貨櫃輪,臺北港,37
109年05月,湖北武漢,貨櫃輪,臺北港,296
109年05月,廣西梧州,貨櫃輪,臺北港,7
109年05月,廣東小欖,貨櫃輪,臺北港,41
109年05月,福建廈門,貨櫃輪,臺北港,33
109年05月,廣東鹽田,貨櫃輪,臺北港,1146
109年05月,廣東湛江,貨櫃輪,臺北港,57
109年05月,江蘇張家港,貨櫃輪,臺北港,760
109年05月,廣東增城,貨櫃輪,臺北港,14
109年05月,廣東中山,貨櫃輪,臺北港,57
109年05月,廣東珠海,貨櫃輪,臺北港,96
109年05月,江蘇泰州,油輪,臺北港,1992
109年05月,福建福州,散裝輪,臺北港,149695
109年05月,山東蓬萊,散裝輪,臺北港,12027
109年05月,福建泉州,散裝輪,臺北港,116
109年05月,廣東水東,散裝輪,臺北港,7900
109年05月,浙江溫州,散裝輪,臺北港,0
109年05月,福建廈門,散裝輪,臺北港,25000
109年05月,福建漳州,散裝輪,臺北港,10726
109年05月,福建福州,乾貨輪,臺北港,336
109年05月,福建馬尾,乾貨輪,臺北港,565
109年05月,廣西憑祥,乾貨輪,臺北港,10
109年05月,福建泉州,乾貨輪,臺北港,11300
109年05月,上海,乾貨輪,臺北港,586
109年05月,廣東蛇口,乾貨輪,臺北港,0
109年05月,江蘇無錫,乾貨輪,臺北港,2
109年05月,福建廈門,乾貨輪,臺北港,99
109年05月,福建漳州,乾貨輪,臺北港,5552
109年06月,福建北茭,貨櫃輪,臺北港,35
109年06月,遼寧大連,貨櫃輪,臺北港,483
109年06月,廣西防城,貨櫃輪,臺北港,894
109年06月,廣東高明,貨櫃輪,臺北港,74
109年06月,廣東,貨櫃輪,臺北港,283
109年06月,廣東花都,貨櫃輪,臺北港,54
109年06月,廣東虎門,貨櫃輪,臺北港,950
109年06月,廣東鶴山,貨櫃輪,臺北港,19
109年06月,廣東黃埔,貨櫃輪,臺北港,1135
109年06月,廣東黃埔新港,貨櫃輪,臺北港,19
109年06月,江西九江,貨櫃輪,臺北港,258
109年06月,廣東江門,貨櫃輪,臺北港,173
109年06月,廣東窖心,貨櫃輪,臺北港,58
109年06月,廣東蓮花山,貨櫃輪,臺北港,9
109年06月,江蘇連雲港,貨櫃輪,臺北港,720
109年06月,浙江寧波,貨櫃輪,臺北港,1120
109年06月,江蘇南京,貨櫃輪,臺北港,65
109年06月,廣東南沙,貨櫃輪,臺北港,471
109年06月,江蘇南通,貨櫃輪,臺北港,36
109年06月,廣東清溪,貨櫃輪,臺北港,2036
109年06月,廣西欽州,貨櫃輪,臺北港,156
109年06月,廣東水東,貨櫃輪,臺北港,45
109年06月,上海,貨櫃輪,臺北港,5277
109年06月,廣東蛇口,貨櫃輪,臺北港,381
109年06月,廣東順德,貨櫃輪,臺北港,2
109年06月,山東青島,貨櫃輪,臺北港,1810
109年06月,天津新港,貨櫃輪,臺北港,83
109年06月,廣東外海,貨櫃輪,臺北港,233
109年06月,山東威海,貨櫃輪,臺北港,20
109年06月,廣東小欖,貨櫃輪,臺北港,20
109年06月,山東煙臺,貨櫃輪,臺北港,8
109年06月,廣東鹽田,貨櫃輪,臺北港,585
109年06月,江蘇楊州,貨櫃輪,臺北港,250
109年06月,廣東湛江,貨櫃輪,臺北港,367
109年06月,江蘇張家港,貨櫃輪,臺北港,128
109年06月,廣東增城,貨櫃輪,臺北港,9
109年06月,廣東肇慶,貨櫃輪,臺北港,193
109年06月,廣東中山,貨櫃輪,臺北港,42
109年06月,廣東珠海,貨櫃輪,臺北港,40
109年06月,福建泉州,礦砂輪,臺北港,15500
109年06月,福建廈門,礦砂輪,臺北港,15000
109年06月,福建福州,散裝輪,臺北港,154147
109年06月,福建泉州,散裝輪,臺北港,32422
109年06月,福建廈門,散裝輪,臺北港,23500
109年06月,福建漳州,散裝輪,臺北港,5000
109年06月,福建福州,乾貨輪,臺北港,59
109年06月,福建馬尾,乾貨輪,臺北港,641
109年06月,廣西憑祥,乾貨輪,臺北港,4
109年06月,山東蓬萊,乾貨輪,臺北港,7200
109年06月,福建泉州,乾貨輪,臺北港,5000
109年06月,廣東水東,乾貨輪,臺北港,308
109年06月,上海,乾貨輪,臺北港,301
109年06月,福建圍頭,乾貨輪,臺北港,129
109年06月,福建廈門,乾貨輪,臺北港,45
109年06月,江蘇張家港,乾貨輪,臺北港,232
109年06月,福建漳州,乾貨輪,臺北港,4794
109年06月,上海,其他專用貨船,臺北港,16
109年07月,福建北茭,貨櫃輪,臺北港,86
109年07月,湖南長沙,貨櫃輪,臺北港,31
109年07月,江蘇常州,貨櫃輪,臺北港,101
109年07月,廣西防城,貨櫃輪,臺北港,393
109年07月,廣東高沙,貨櫃輪,臺北港,56
109年07月,廣東高明,貨櫃輪,臺北港,16
109年07月,廣東,貨櫃輪,臺北港,916
109年07月,廣東花都,貨櫃輪,臺北港,53
109年07月,廣東鶴山,貨櫃輪,臺北港,35
109年07月,廣東黃埔,貨櫃輪,臺北港,1034
109年07月,廣東黃埔新港,貨櫃輪,臺北港,21
109年07月,江西九江,貨櫃輪,臺北港,293
109年07月,廣東江門,貨櫃輪,臺北港,5
109年07月,廣東窖心,貨櫃輪,臺北港,98
109年07月,廣東蓮花山,貨櫃輪,臺北港,6
109年07月,江蘇連雲港,貨櫃輪,臺北港,905
109年07月,浙江寧波,貨櫃輪,臺北港,973
109年07月,江蘇南京,貨櫃輪,臺北港,90
109年07月,廣東南沙,貨櫃輪,臺北港,366
109年07月,江蘇南通,貨櫃輪,臺北港,51
109年07月,廣東清溪,貨櫃輪,臺北港,1259
109年07月,廣西欽州,貨櫃輪,臺北港,375
109年07月,山東日照,貨櫃輪,臺北港,192
109年07月,上海,貨櫃輪,臺北港,7668
109年07月,廣東蛇口,貨櫃輪,臺北港,301
109年07月,廣東南海三山,貨櫃輪,臺北港,18
109年07月,山東青島,貨櫃輪,臺北港,1686
109年07月,天津新港,貨櫃輪,臺北港,98
109年07月,廣東外海,貨櫃輪,臺北港,183
109年07月,山東威海,貨櫃輪,臺北港,16
109年07月,湖北武漢,貨櫃輪,臺北港,76
109年07月,廣西梧州,貨櫃輪,臺北港,53
109年07月,廣東小欖,貨櫃輪,臺北港,49
109年07月,廣東北滘,貨櫃輪,臺北港,5
109年07月,廣東鹽田,貨櫃輪,臺北港,600
109年07月,廣東湛江,貨櫃輪,臺北港,218
109年07月,江蘇張家港,貨櫃輪,臺北港,251
109年07月,廣東增城,貨櫃輪,臺北港,7
109年07月,廣東中山,貨櫃輪,臺北港,20
109年07月,廣東珠海,貨櫃輪,臺北港,15
109年07月,江蘇鎮江,油輪,臺北港,1999
109年07月,福建福州,散裝輪,臺北港,130103
109年07月,廣東茂名,散裝輪,臺北港,4900
109年07月,山東蓬萊,散裝輪,臺北港,14712
109年07月,福建泉州,散裝輪,臺北港,23429
109年07月,福建廈門,散裝輪,臺北港,1
109年07月,福建漳州,散裝輪,臺北港,5376
109年07月,廣東廣州,乾貨輪,臺北港,7285
109年07月,福建福州,乾貨輪,臺北港,121
109年07月,山東萊州,乾貨輪,臺北港,2643
109年07月,福建馬尾,乾貨輪,臺北港,510
109年07月,廣西憑祥,乾貨輪,臺北港,9
109年07月,福建泉州,乾貨輪,臺北港,11885
109年07月,廣東蛇口,乾貨輪,臺北港,0
109年07月,福建廈門,乾貨輪,臺北港,14
109年07月,河北涿州,乾貨輪,臺北港,1
109年07月,福建漳州,乾貨輪,臺北港,4100
109年07月,天津新港,其他專用貨船,臺北港,62
109年08月,福建北茭,貨櫃輪,臺北港,93
109年08月,湖南長沙,貨櫃輪,臺北港,5
109年08月,廣東東莞,貨櫃輪,臺北港,1
109年08月,廣東斗門,貨櫃輪,臺北港,20
